id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk,lanes_speed,curvature_speed,lanes_curvature,high_speed,high_curvature,few_lanes,no_signs,holiday_risk,speed_category,curvature_category
192868,urban,2,0.78,35,night,clear,True,False,morning,False,True,0,0.54,70,27.3,1.56,0,1,1,0,0,low,high
511893,rural,3,0.7,35,dim,rainy,False,False,afternoon,True,True,3,0.35,105,24.5,2.0999999999999996,0,1,0,1,1,low,high
387186,urban,3,0.7,60,dim,clear,True,False,afternoon,True,False,2,0.49,180,42.0,2.0999999999999996,1,1,0,0,1,medium,high
208518,rural,4,0.56,35,night,clear,False,False,afternoon,True,True,2,0.42,140,19.6,2.24,0,1,0,1,1,low,medium
327474,highway,1,0.85,60,night,rainy,False,False,morning,False,False,1,0.78,60,51.0,0.85,1,1,1,1,0,medium,high
223650,rural,1,0.92,70,dim,foggy,True,True,evening,True,False,0,0.51,70,64.4,0.92,1,1,1,0,1,high,high
356904,highway,4,0.14,35,daylight,rainy,True,False,afternoon,True,False,2,0.21,140,4.9,0.56,0,0,0,0,1,low,low
417914,highway,2,0.54,35,daylight,foggy,True,False,evening,True,False,1,0.18,70,18.900000000000002,1.08,0,1,1,0,1,low,medium
325015,highway,1,0.87,25,night,foggy,False,True,morning,False,True,1,0.47,25,21.75,0.87,0,1,1,1,0,low,high
515952,highway,4,0.36,45,daylight,foggy,False,False,morning,True,True,3,0.1,180,16.2,1.44,0,0,0,1,1,medium,medium
1507,rural,2,0.77,35,night,rainy,True,True,afternoon,True,False,2,0.51,70,26.95,1.54,0,1,1,0,1,low,high
414828,urban,2,0.56,60,daylight,rainy,False,False,morning,True,True,2,0.5,120,33.6,1.12,1,1,1,1,1,medium,medium
255308,highway,2,0.56,70,night,foggy,False,False,evening,True,True,3,0.72,140,39.2,1.12,1,1,1,1,1,high,medium
371723,highway,4,0.09,45,dim,rainy,True,False,morning,True,False,1,0.14,180,4.05,0.36,0,0,0,0,1,medium,low
279380,urban,2,0.52,70,night,clear,False,True,evening,False,False,1,0.49,140,36.4,1.04,1,0,1,1,0,high,medium
65230,rural,4,0.58,35,night,rainy,True,True,evening,False,False,2,0.52,140,20.299999999999997,2.32,0,1,0,0,0,low,medium
157455,urban,3,0.61,70,night,foggy,False,False,afternoon,False,True,0,0.67,210,42.699999999999996,1.83,1,1,0,1,0,high,high
153620,rural,1,0.39,25,dim,foggy,True,False,afternoon,False,False,0,0.21,25,9.75,0.39,0,0,1,0,0,low,medium
95811,highway,4,0.75,70,dim,clear,True,True,evening,True,True,0,0.45,280,52.5,3.0,1,1,0,0,1,high,high
306668,highway,1,0.81,60,night,foggy,False,False,evening,True,False,3,0.81,60,48.6,0.81,1,1,1,1,1,medium,high
332845,rural,2,0.67,45,dim,clear,False,True,morning,True,True,1,0.27,90,30.150000000000002,1.34,0,1,1,1,1,medium,high
101583,highway,3,0.59,45,night,clear,False,True,morning,True,True,2,0.27,135,26.549999999999997,1.77,0,1,0,1,1,medium,medium
138492,urban,4,0.24,45,dim,rainy,True,True,morning,True,True,0,0.21,180,10.799999999999999,0.96,0,0,0,0,1,medium,low
191520,highway,4,0.54,60,daylight,clear,True,True,morning,True,True,0,0.37,240,32.400000000000006,2.16,1,1,0,0,1,medium,medium
229966,rural,4,0.01,60,daylight,foggy,True,True,evening,False,False,0,0.33,240,0.6,0.04,1,0,0,0,0,medium,low
120363,rural,3,0.69,70,daylight,clear,True,False,afternoon,False,False,3,0.52,210,48.3,2.07,1,1,0,0,0,high,high
386058,urban,3,0.38,45,dim,foggy,False,False,evening,False,True,1,0.15,135,17.1,1.1400000000000001,0,0,0,1,0,medium,medium
323123,urban,3,0.6,70,daylight,rainy,True,True,evening,False,True,3,0.59,210,42.0,1.7999999999999998,1,1,0,0,0,high,medium
433189,urban,4,0.46,70,dim,clear,False,True,afternoon,False,True,1,0.3,280,32.2,1.84,1,0,0,1,0,high,medium
341408,highway,2,0.37,25,night,foggy,False,True,afternoon,False,True,1,0.4,50,9.25,0.74,0,0,1,1,0,low,medium
514403,urban,4,0.59,70,daylight,clear,True,True,afternoon,True,True,1,0.29,280,41.3,2.36,1,1,0,0,1,high,medium
156835,urban,2,0.14,60,night,clear,True,True,evening,False,True,1,0.39,120,8.4,0.28,1,0,1,0,0,medium,low
449839,highway,3,0.8,25,night,foggy,False,False,afternoon,True,False,0,0.55,75,20.0,2.4000000000000004,0,1,0,1,1,low,high
190041,rural,4,0.58,60,night,clear,True,True,afternoon,True,False,0,0.63,240,34.8,2.32,1,1,0,0,1,medium,medium
104975,rural,1,0.78,70,night,clear,False,False,evening,False,False,0,0.71,70,54.6,0.78,1,1,1,1,0,high,high
136128,rural,3,0.81,45,dim,rainy,False,False,evening,False,True,1,0.32,135,36.45,2.43,0,1,0,1,0,medium,high
225055,urban,2,0.6,70,daylight,rainy,False,True,evening,False,False,0,0.5,140,42.0,1.2,1,1,1,1,0,high,medium
359165,urban,3,0.94,60,daylight,clear,True,True,afternoon,True,True,2,0.41,180,56.4,2.82,1,1,0,0,1,medium,high
349398,rural,2,0.47,35,night,clear,False,True,evening,False,True,2,0.32,70,16.45,0.94,0,0,1,1,0,low,medium
375752,highway,3,0.97,35,night,clear,True,True,afternoon,False,False,2,0.46,105,33.949999999999996,2.91,0,1,0,0,0,low,high
209341,rural,3,0.68,25,night,clear,True,True,morning,False,False,2,0.39,75,17.0,2.04,0,1,0,0,0,low,high
377964,urban,2,0.37,70,daylight,rainy,True,True,evening,False,True,1,0.36,140,25.9,0.74,1,0,1,0,0,high,medium
516726,highway,4,0.38,60,night,rainy,False,False,morning,True,False,2,0.62,240,22.8,1.52,1,0,0,1,1,medium,medium
368013,urban,1,0.92,70,dim,clear,True,False,afternoon,True,False,0,0.52,70,64.4,0.92,1,1,1,0,1,high,high
54233,urban,4,0.79,70,dim,foggy,True,True,morning,False,True,2,0.5,280,55.300000000000004,3.16,1,1,0,0,0,high,high
501470,urban,3,0.8,60,night,foggy,True,True,morning,False,False,1,0.81,180,48.0,2.4000000000000004,1,1,0,0,0,medium,high
342152,rural,1,0.06,70,daylight,clear,False,True,afternoon,False,True,0,0.17,70,4.2,0.06,1,0,1,1,0,high,low
308501,urban,2,0.95,70,daylight,foggy,False,True,evening,True,True,3,0.72,140,66.5,1.9,1,1,1,1,1,high,high
410912,rural,4,0.53,45,dim,rainy,False,False,afternoon,True,True,1,0.25,180,23.85,2.12,0,1,0,1,1,medium,medium
79889,urban,3,0.4,25,night,clear,False,True,morning,False,True,1,0.33,75,10.0,1.2000000000000002,0,0,0,1,0,low,medium
460940,rural,2,0.31,45,dim,rainy,False,False,afternoon,True,True,1,0.22,90,13.95,0.62,0,0,1,1,1,medium,medium
504027,highway,2,0.28,25,daylight,rainy,True,True,afternoon,True,True,1,0.14,50,7.000000000000001,0.56,0,0,1,0,1,low,low
143342,rural,3,0.22,60,daylight,foggy,True,False,evening,True,True,1,0.27,180,13.2,0.66,1,0,0,0,1,medium,low
386932,highway,3,0.42,25,night,rainy,True,False,afternoon,True,False,1,0.47,75,10.5,1.26,0,0,0,0,1,low,medium
87911,urban,1,0.85,35,daylight,rainy,True,True,afternoon,True,True,0,0.41,35,29.75,0.85,0,1,1,0,1,low,high
196767,urban,2,0.76,60,night,rainy,False,False,morning,False,True,2,0.68,120,45.6,1.52,1,1,1,1,0,medium,high
309407,highway,4,0.49,70,daylight,foggy,True,False,morning,False,True,1,0.42,280,34.3,1.96,1,0,0,0,0,high,medium
328335,rural,4,0.82,35,dim,rainy,False,True,evening,True,False,2,0.45,140,28.7,3.28,0,1,0,1,1,low,high
224343,highway,1,0.32,25,daylight,foggy,True,False,morning,False,False,1,0.21,25,8.0,0.32,0,0,1,0,0,low,medium
5251,urban,2,0.18,60,dim,foggy,True,True,afternoon,True,True,0,0.34,120,10.799999999999999,0.36,1,0,1,0,1,medium,low
277356,rural,1,0.31,35,dim,rainy,False,True,evening,True,True,1,0.22,35,10.85,0.31,0,0,1,1,1,low,medium
455431,highway,3,0.99,70,night,clear,False,True,afternoon,True,True,2,0.6,210,69.3,2.9699999999999998,1,1,0,1,1,high,high
96752,highway,2,0.03,45,daylight,foggy,False,True,afternoon,True,True,1,0.09,90,1.3499999999999999,0.06,0,0,1,1,1,medium,low
223154,rural,1,0.32,35,night,clear,False,False,afternoon,False,False,0,0.36,35,11.200000000000001,0.32,0,0,1,1,0,low,medium
116577,highway,1,0.82,25,dim,foggy,False,True,afternoon,False,False,1,0.32,25,20.5,0.82,0,1,1,1,0,low,high
401681,highway,1,0.7,45,daylight,foggy,True,False,morning,False,False,0,0.36,45,31.499999999999996,0.7,0,1,1,0,0,medium,high
150603,highway,1,0.57,60,daylight,rainy,True,False,evening,True,True,1,0.49,60,34.199999999999996,0.57,1,1,1,0,1,medium,medium
416777,highway,4,0.77,35,night,foggy,True,True,afternoon,True,False,3,0.68,140,26.95,3.08,0,1,0,0,1,low,high
486533,highway,2,0.25,35,night,rainy,True,False,morning,True,True,1,0.46,70,8.75,0.5,0,0,1,0,1,low,low
295347,urban,1,0.57,45,dim,clear,True,False,morning,False,True,2,0.22,45,25.65,0.57,0,1,1,0,0,medium,medium
493131,highway,3,0.21,25,night,clear,False,True,morning,False,False,2,0.24,75,5.25,0.63,0,0,0,1,0,low,low
41123,rural,2,0.96,45,dim,clear,True,True,evening,True,True,1,0.28,90,43.199999999999996,1.92,0,1,1,0,1,medium,high
71877,highway,2,0.78,60,daylight,clear,False,True,afternoon,True,False,1,0.44,120,46.800000000000004,1.56,1,1,1,1,1,medium,high
421179,urban,3,0.33,45,daylight,foggy,True,False,afternoon,False,True,2,0.18,135,14.850000000000001,0.99,0,0,0,0,0,medium,medium
101172,rural,3,0.18,25,daylight,clear,False,False,morning,True,False,1,0.11,75,4.5,0.54,0,0,0,1,1,low,low
291783,urban,2,0.65,60,daylight,foggy,True,False,evening,False,False,2,0.5,120,39.0,1.3,1,1,1,0,0,medium,high
347480,highway,2,0.58,45,dim,clear,True,False,afternoon,True,False,2,0.15,90,26.099999999999998,1.16,0,1,1,0,1,medium,medium
337919,urban,1,0.58,25,dim,rainy,False,True,evening,False,True,1,0.27,25,14.499999999999998,0.58,0,1,1,1,0,low,medium
35641,urban,2,0.28,35,daylight,foggy,False,True,morning,False,True,1,0.12,70,9.8,0.56,0,0,1,1,0,low,low
283599,urban,3,0.13,45,night,foggy,False,True,morning,True,True,1,0.28,135,5.8500000000000005,0.39,0,0,0,1,1,medium,low
393516,rural,4,0.17,45,daylight,rainy,True,False,morning,False,False,2,0.13,180,7.65,0.68,0,0,0,0,0,medium,low
202286,urban,4,0.96,35,dim,clear,True,True,morning,True,False,2,0.3,140,33.6,3.84,0,1,0,0,1,low,high
299003,urban,3,0.76,60,dim,rainy,False,True,morning,True,True,2,0.61,180,45.6,2.2800000000000002,1,1,0,1,1,medium,high
80356,urban,2,0.73,25,daylight,foggy,False,True,morning,True,True,2,0.24,50,18.25,1.46,0,1,1,1,1,low,high
379196,rural,4,0.99,25,dim,foggy,True,False,afternoon,True,True,3,0.58,100,24.75,3.96,0,1,0,0,1,low,high
112972,urban,4,0.17,35,night,clear,True,False,morning,False,False,2,0.27,140,5.95,0.68,0,0,0,0,0,low,low
228452,urban,3,0.16,45,night,clear,True,False,morning,False,False,1,0.29,135,7.2,0.48,0,0,0,0,0,medium,low
152289,highway,2,0.53,45,night,rainy,False,True,evening,False,True,2,0.41,90,23.85,1.06,0,1,1,1,0,medium,medium
198982,rural,4,0.55,60,dim,foggy,False,False,afternoon,False,False,1,0.53,240,33.0,2.2,1,1,0,1,0,medium,medium
319773,highway,1,0.38,35,dim,clear,True,True,evening,False,True,0,0.12,35,13.3,0.38,0,0,1,0,0,low,medium
262688,urban,2,0.95,45,dim,clear,True,False,evening,False,True,2,0.36,90,42.75,1.9,0,1,1,0,0,medium,high
21683,urban,3,0.47,70,dim,rainy,True,True,evening,True,False,2,0.47,210,32.9,1.41,1,0,0,0,1,high,medium
32591,rural,2,0.22,70,dim,clear,True,False,morning,False,True,2,0.27,140,15.4,0.44,1,0,1,0,0,high,low
115658,highway,4,0.83,45,night,clear,False,False,morning,False,True,2,0.46,180,37.35,3.32,0,1,0,1,0,medium,high
195223,urban,3,0.34,70,daylight,rainy,False,True,morning,False,False,0,0.43,210,23.8,1.02,1,0,0,1,0,high,medium
390245,rural,2,0.24,45,daylight,foggy,True,False,afternoon,True,False,2,0.17,90,10.799999999999999,0.48,0,0,1,0,1,medium,low
320367,rural,1,0.76,35,daylight,foggy,True,False,morning,False,False,1,0.33,35,26.6,0.76,0,1,1,0,0,low,high
358144,rural,1,0.59,35,night,clear,False,False,morning,True,True,2,0.39,35,20.65,0.59,0,1,1,1,1,low,medium
70823,urban,1,0.37,70,dim,clear,True,False,evening,False,False,0,0.34,70,25.9,0.37,1,0,1,0,0,high,medium
414735,highway,1,0.68,60,night,clear,True,False,evening,False,True,2,0.65,60,40.800000000000004,0.68,1,1,1,0,0,medium,high
3887,highway,4,0.26,25,night,clear,True,False,afternoon,False,True,2,0.2,100,6.5,1.04,0,0,0,0,0,low,low
408801,urban,1,0.6,45,daylight,clear,True,False,afternoon,False,True,1,0.17,45,27.0,0.6,0,1,1,0,0,medium,medium
249150,rural,4,0.17,70,daylight,rainy,True,True,evening,False,True,1,0.37,280,11.9,0.68,1,0,0,0,0,high,low
487350,urban,1,0.06,70,dim,rainy,True,False,evening,True,True,0,0.32,70,4.2,0.06,1,0,1,0,1,high,low
119237,rural,1,0.55,70,daylight,clear,False,False,evening,False,True,2,0.37,70,38.5,0.55,1,1,1,1,0,high,medium
134851,rural,3,0.66,25,dim,rainy,False,False,morning,False,True,3,0.31,75,16.5,1.98,0,1,0,1,0,low,high
401818,rural,3,0.75,45,dim,foggy,False,False,morning,True,False,0,0.31,135,33.75,2.25,0,1,0,1,1,medium,high
158631,rural,1,0.8,45,night,foggy,True,False,morning,True,False,1,0.56,45,36.0,0.8,0,1,1,0,1,medium,high
173802,urban,1,0.41,70,night,clear,False,False,evening,False,False,2,0.51,70,28.7,0.41,1,0,1,1,0,high,medium
86710,urban,1,0.68,35,night,foggy,False,False,morning,False,True,0,0.49,35,23.8,0.68,0,1,1,1,0,low,high
309368,urban,2,0.89,45,dim,clear,False,True,afternoon,True,False,2,0.22,90,40.05,1.78,0,1,1,1,1,medium,high
103452,rural,2,0.56,70,night,rainy,True,False,morning,True,True,4,0.69,140,39.2,1.12,1,1,1,0,1,high,medium
437300,urban,3,0.86,25,daylight,foggy,True,False,afternoon,False,False,2,0.36,75,21.5,2.58,0,1,0,0,0,low,high
264230,rural,1,0.7,35,daylight,foggy,True,True,morning,False,False,0,0.32,35,24.5,0.7,0,1,1,0,0,low,high
409584,urban,4,0.22,45,daylight,clear,False,True,afternoon,True,False,2,0.11,180,9.9,0.88,0,0,0,1,1,medium,low
280611,highway,1,0.17,25,night,rainy,True,False,morning,False,True,1,0.2,25,4.25,0.17,0,0,1,0,0,low,low
255747,urban,3,0.49,45,dim,foggy,False,True,morning,True,False,1,0.25,135,22.05,1.47,0,0,0,1,1,medium,medium
206389,highway,2,0.43,45,night,foggy,True,True,morning,False,True,1,0.43,90,19.35,0.86,0,0,1,0,0,medium,medium
387100,rural,2,0.17,45,daylight,clear,False,False,morning,False,False,1,0.01,90,7.65,0.34,0,0,1,1,0,medium,low
349877,urban,3,0.65,25,dim,rainy,False,False,evening,False,False,1,0.28,75,16.25,1.9500000000000002,0,1,0,1,0,low,high
221612,urban,2,0.67,60,daylight,rainy,True,False,morning,False,False,0,0.47,120,40.2,1.34,1,1,1,0,0,medium,high
413237,rural,4,0.29,45,dim,foggy,True,False,evening,False,False,2,0.22,180,13.049999999999999,1.16,0,0,0,0,0,medium,low
296503,highway,4,0.95,25,daylight,clear,True,False,afternoon,False,False,0,0.34,100,23.75,3.8,0,1,0,0,0,low,high
375394,highway,4,0.78,25,night,rainy,False,True,afternoon,True,False,3,0.72,100,19.5,3.12,0,1,0,1,1,low,high
77358,highway,3,0.04,45,dim,foggy,True,True,afternoon,True,False,1,0.12,135,1.8,0.12,0,0,0,0,1,medium,low
123867,urban,3,0.65,35,daylight,foggy,True,True,morning,False,False,0,0.38,105,22.75,1.9500000000000002,0,1,0,0,0,low,high
351423,highway,3,0.94,35,daylight,foggy,False,False,evening,True,True,1,0.3,105,32.9,2.82,0,1,0,1,1,low,high
23628,highway,1,0.22,60,daylight,clear,False,False,morning,True,True,1,0.27,60,13.2,0.22,1,0,1,1,1,medium,low
369640,urban,3,0.51,35,daylight,clear,False,True,morning,False,True,2,0.15,105,17.85,1.53,0,0,0,1,0,low,medium
90441,highway,2,0.41,25,night,foggy,True,True,morning,True,False,1,0.48,50,10.25,0.82,0,0,1,0,1,low,medium
88082,urban,3,0.14,45,night,rainy,False,True,evening,False,False,0,0.34,135,6.300000000000001,0.42000000000000004,0,0,0,1,0,medium,low
146671,highway,1,0.77,35,daylight,rainy,True,False,morning,True,True,1,0.41,35,26.95,0.77,0,1,1,0,1,low,high
502829,rural,2,0.1,45,night,rainy,True,True,evening,False,True,1,0.23,90,4.5,0.2,0,0,1,0,0,medium,low
514258,rural,2,0.91,45,night,rainy,False,True,afternoon,True,False,2,0.51,90,40.95,1.82,0,1,1,1,1,medium,high
89454,urban,3,0.56,35,dim,rainy,False,False,afternoon,False,True,2,0.27,105,19.6,1.6800000000000002,0,1,0,1,0,low,medium
76577,highway,2,0.44,35,daylight,rainy,False,False,afternoon,False,False,0,0.19,70,15.4,0.88,0,0,1,1,0,low,medium
485790,highway,3,0.29,35,daylight,clear,False,True,afternoon,False,True,2,0.06,105,10.149999999999999,0.8699999999999999,0,0,0,1,0,low,low
497661,rural,2,0.89,60,night,foggy,True,True,morning,True,True,2,0.74,120,53.4,1.78,1,1,1,0,1,medium,high
345460,highway,4,0.65,60,night,foggy,True,True,evening,False,False,2,0.73,240,39.0,2.6,1,1,0,0,0,medium,high
485390,highway,4,0.62,35,daylight,foggy,False,False,morning,True,True,1,0.34,140,21.7,2.48,0,1,0,1,1,low,high
483507,urban,2,0.32,60,night,clear,False,False,afternoon,True,True,1,0.45,120,19.2,0.64,1,0,1,1,1,medium,medium
40338,rural,2,0.37,70,dim,foggy,True,False,afternoon,False,False,2,0.37,140,25.9,0.74,1,0,1,0,0,high,medium
517693,rural,3,0.36,35,daylight,rainy,True,False,evening,False,True,1,0.21,105,12.6,1.08,0,0,0,0,0,low,medium
26702,highway,1,0.14,45,daylight,foggy,True,False,evening,True,False,1,0.19,45,6.300000000000001,0.14,0,0,1,0,1,medium,low
393802,highway,1,0.23,25,night,foggy,True,False,evening,False,True,1,0.39,25,5.75,0.23,0,0,1,0,0,low,low
426088,rural,3,0.46,35,dim,foggy,False,True,morning,False,False,1,0.23,105,16.1,1.3800000000000001,0,0,0,1,0,low,medium
371612,highway,3,0.03,45,dim,rainy,True,False,morning,False,False,2,0.23,135,1.3499999999999999,0.09,0,0,0,0,0,medium,low
314987,urban,4,0.7,25,night,foggy,True,True,afternoon,True,False,1,0.56,100,17.5,2.8,0,1,0,0,1,low,high
267441,highway,1,0.6,25,night,foggy,False,True,morning,False,True,1,0.49,25,15.0,0.6,0,1,1,1,0,low,medium
330125,highway,4,0.4,45,dim,clear,False,False,evening,True,False,1,0.04,180,18.0,1.6,0,0,0,1,1,medium,medium
239275,urban,2,0.82,45,night,foggy,True,True,morning,True,False,2,0.53,90,36.9,1.64,0,1,1,0,1,medium,high
58159,highway,4,0.62,25,daylight,clear,True,False,afternoon,False,False,2,0.15,100,15.5,2.48,0,1,0,0,0,low,high
9197,rural,1,0.06,70,daylight,clear,False,False,afternoon,False,True,1,0.26,70,4.2,0.06,1,0,1,1,0,high,low
447464,highway,1,0.23,45,dim,clear,False,False,evening,False,False,0,0.06,45,10.35,0.23,0,0,1,1,0,medium,low
37228,highway,4,0.15,60,dim,clear,False,True,evening,False,True,0,0.0,240,9.0,0.6,1,0,0,1,0,medium,low
374789,highway,4,0.22,35,dim,rainy,True,True,morning,False,False,1,0.21,140,7.7,0.88,0,0,0,0,0,low,low
339806,highway,4,0.65,35,daylight,foggy,False,False,morning,True,True,0,0.31,140,22.75,2.6,0,1,0,1,1,low,high
314237,highway,2,0.13,35,dim,rainy,False,True,morning,True,False,1,0.13,70,4.55,0.26,0,0,1,1,1,low,low
416057,highway,1,0.98,25,daylight,clear,True,False,morning,False,True,1,0.2,25,24.5,0.98,0,1,1,0,0,low,high
225416,rural,2,0.68,70,night,foggy,True,True,afternoon,False,False,1,0.69,140,47.6,1.36,1,1,1,0,0,high,high
216664,rural,1,0.76,70,night,clear,True,True,afternoon,False,False,0,0.6,70,53.2,0.76,1,1,1,0,0,high,high
411674,urban,3,0.6,60,night,foggy,False,False,evening,False,False,2,0.65,180,36.0,1.7999999999999998,1,1,0,1,0,medium,medium
15398,urban,3,0.67,60,daylight,clear,True,True,morning,False,False,1,0.34,180,40.2,2.0100000000000002,1,1,0,0,0,medium,high
513529,rural,2,0.21,60,night,clear,True,True,morning,True,False,1,0.37,120,12.6,0.42,1,0,1,0,1,medium,low
404810,rural,1,0.61,70,dim,clear,False,False,evening,True,False,1,0.3,70,42.699999999999996,0.61,1,1,1,1,1,high,high
96292,urban,4,0.82,45,night,foggy,True,True,morning,True,True,1,0.48,180,36.9,3.28,0,1,0,0,1,medium,high
63625,highway,3,0.88,35,daylight,foggy,True,True,morning,True,False,0,0.49,105,30.8,2.64,0,1,0,0,1,low,high
404446,rural,4,0.72,60,daylight,clear,True,True,afternoon,True,True,0,0.4,240,43.199999999999996,2.88,1,1,0,0,1,medium,high
34241,rural,3,0.03,25,night,rainy,True,True,morning,False,False,1,0.25,75,0.75,0.09,0,0,0,0,0,low,low
222035,highway,1,0.84,60,dim,rainy,True,False,morning,False,True,2,0.5,60,50.4,0.84,1,1,1,0,0,medium,high
463100,highway,3,0.05,45,night,foggy,False,True,afternoon,False,True,3,0.2,135,2.25,0.15000000000000002,0,0,0,1,0,medium,low
267964,highway,2,0.59,60,daylight,foggy,True,True,evening,True,True,1,0.5,120,35.4,1.18,1,1,1,0,1,medium,medium
474379,highway,2,0.1,45,daylight,rainy,False,True,morning,False,False,0,0.16,90,4.5,0.2,0,0,1,1,0,medium,low
373529,highway,4,0.14,60,daylight,clear,False,False,morning,False,False,1,0.17,240,8.4,0.56,1,0,0,1,0,medium,low
423289,highway,4,0.35,45,night,rainy,False,False,afternoon,False,False,2,0.36,180,15.749999999999998,1.4,0,0,0,1,0,medium,medium
460783,urban,4,0.76,70,daylight,clear,True,True,morning,False,True,2,0.52,280,53.2,3.04,1,1,0,0,0,high,high
322922,highway,2,0.47,35,night,foggy,False,True,morning,True,True,1,0.47,70,16.45,0.94,0,0,1,1,1,low,medium
316883,highway,2,0.91,60,night,clear,True,False,morning,True,True,2,0.67,120,54.6,1.82,1,1,1,0,1,medium,high
189509,rural,1,0.05,25,dim,foggy,False,True,morning,False,True,1,0.11,25,1.25,0.05,0,0,1,1,0,low,low
389865,urban,3,0.34,70,daylight,clear,True,True,evening,True,True,1,0.25,210,23.8,1.02,1,0,0,0,1,high,medium
90228,urban,2,0.63,25,daylight,rainy,True,False,evening,False,False,0,0.32,50,15.75,1.26,0,1,1,0,0,low,high
241733,highway,3,0.66,70,daylight,foggy,True,True,afternoon,False,True,0,0.56,210,46.2,1.98,1,1,0,0,0,high,high
387574,highway,3,0.84,25,night,clear,False,True,morning,True,True,2,0.46,75,21.0,2.52,0,1,0,1,1,low,high
272275,highway,4,0.43,45,daylight,foggy,True,True,afternoon,True,True,1,0.23,180,19.35,1.72,0,0,0,0,1,medium,medium
32449,rural,4,0.73,60,daylight,rainy,True,True,evening,True,False,0,0.44,240,43.8,2.92,1,1,0,0,1,medium,high
54983,highway,2,0.4,60,night,foggy,False,False,evening,False,True,2,0.62,120,24.0,0.8,1,0,1,1,0,medium,medium
162332,highway,1,0.71,35,daylight,foggy,False,False,morning,False,True,3,0.38,35,24.849999999999998,0.71,0,1,1,1,0,low,high
497196,highway,4,0.86,45,daylight,foggy,True,False,afternoon,False,False,1,0.32,180,38.7,3.44,0,1,0,0,0,medium,high
150901,urban,3,0.77,70,daylight,foggy,False,False,afternoon,True,False,0,0.52,210,53.9,2.31,1,1,0,1,1,high,high
205673,urban,2,0.79,35,daylight,rainy,False,True,morning,True,True,2,0.43,70,27.650000000000002,1.58,0,1,1,1,1,low,high
108227,rural,4,0.74,45,dim,rainy,True,True,evening,True,True,2,0.3,180,33.3,2.96,0,1,0,0,1,medium,high
474145,urban,1,0.03,35,dim,foggy,False,False,afternoon,True,False,1,0.17,35,1.05,0.03,0,0,1,1,1,low,low
461806,urban,1,0.87,45,dim,rainy,True,False,morning,False,False,2,0.37,45,39.15,0.87,0,1,1,0,0,medium,high
398313,rural,2,0.58,70,dim,rainy,False,True,afternoon,False,True,3,0.51,140,40.599999999999994,1.16,1,1,1,1,0,high,medium
100773,highway,1,0.21,60,daylight,clear,False,False,evening,False,True,0,0.31,60,12.6,0.21,1,0,1,1,0,medium,low
306819,urban,4,0.49,60,dim,rainy,False,True,morning,True,True,1,0.39,240,29.4,1.96,1,0,0,1,1,medium,medium
284423,highway,4,0.47,70,daylight,foggy,False,False,evening,True,True,2,0.38,280,32.9,1.88,1,0,0,1,1,high,medium
29673,rural,1,0.62,45,daylight,rainy,True,True,afternoon,False,True,0,0.25,45,27.9,0.62,0,1,1,0,0,medium,high
484229,urban,1,0.68,35,daylight,foggy,True,False,afternoon,False,False,2,0.34,35,23.8,0.68,0,1,1,0,0,low,high
117,highway,3,0.75,70,dim,foggy,True,False,evening,False,False,0,0.6,210,52.5,2.25,1,1,0,0,0,high,high
1732,rural,3,0.43,25,night,rainy,False,True,afternoon,True,True,0,0.38,75,10.75,1.29,0,0,0,1,1,low,medium
100412,rural,1,0.53,70,daylight,clear,False,True,morning,True,True,3,0.46,70,37.1,0.53,1,1,1,1,1,high,medium
260900,highway,2,0.56,70,night,clear,False,False,evening,False,False,0,0.53,140,39.2,1.12,1,1,1,1,0,high,medium
458630,urban,1,0.91,45,daylight,rainy,False,False,morning,False,False,2,0.34,45,40.95,0.91,0,1,1,1,0,medium,high
277698,highway,4,0.74,60,daylight,foggy,True,False,afternoon,True,False,0,0.45,240,44.4,2.96,1,1,0,0,1,medium,high
484244,highway,1,0.29,60,night,clear,True,False,afternoon,True,False,1,0.46,60,17.4,0.29,1,0,1,0,1,medium,low
193122,highway,2,0.39,35,night,rainy,True,False,evening,False,True,1,0.43,70,13.65,0.78,0,0,1,0,0,low,medium
497756,urban,2,0.08,70,dim,foggy,True,False,afternoon,False,False,1,0.34,140,5.6000000000000005,0.16,1,0,1,0,0,high,low
258637,highway,1,0.74,70,night,foggy,True,True,morning,True,False,0,0.77,70,51.8,0.74,1,1,1,0,1,high,high
213518,highway,1,0.05,35,daylight,foggy,True,False,afternoon,True,False,2,0.13,35,1.75,0.05,0,0,1,0,1,low,low
215460,urban,2,0.62,70,night,clear,True,False,afternoon,False,False,2,0.55,140,43.4,1.24,1,1,1,0,0,high,high
499548,highway,4,0.57,60,dim,foggy,True,False,evening,False,False,3,0.49,240,34.199999999999996,2.28,1,1,0,0,0,medium,medium
162815,urban,2,0.01,60,daylight,foggy,False,False,afternoon,True,True,1,0.23,120,0.6,0.02,1,0,1,1,1,medium,low
59770,urban,3,0.68,45,dim,foggy,True,False,morning,False,False,1,0.37,135,30.6,2.04,0,1,0,0,0,medium,high
97910,rural,3,0.13,35,daylight,foggy,False,False,morning,False,True,2,0.16,105,4.55,0.39,0,0,0,1,0,low,low
